"DAP","Env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","n.1","N.1","RTA.1","VPD.1","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE","PTT","PTR","PAR_TEMP"
59,"TXH2.2021",-96.4284433,30.5378851,127,"2021-05-07",59,21.7,28.92,14.93,15.15,30.93,25.71,22.88,11.94,1.6,0.04,0,7.86,10.69,70.1,0.61,0.6,0,1.82,-7.86,1.120514463,13.487,39.369,7.838,68.912283,68.354,8.72698108887729,13.3634775417282,39.3692852200315,1.12051446259242,0.160626640994493,11.5208236278145,-11.5208236278145,13.925,0.632954545454545,13.99,187.806475,0.968545780969479,0.550230415
60,"TXH2.2021",-96.4284433,30.5378851,128,"2021-05-08",60,23.44,30.01,16.26,19.35,33.45,22.62,19.06,10.68,1.43,0.04,0.01,5.8,14.1,78.94,0.6,0.59,0,4.03,-5.79,0.801240275,13.511,39.46,6.526,72.31648064,71.606,7.67453406572281,13.3878967630968,39.4596235012904,0.801240274999968,0.171265766645939,10.2176298551621,-10.2076298551621,15.135,0.687954545454546,13.75,204.488985,0.892699041955732,0.455631399
61,"TXH2.2021",-96.4284433,30.5378851,129,"2021-05-09",61,26.32,31.7,22.6,21.84,36.01,16.3,7.42,7.95,1.07,0.03,1.24,4.99,16.46,77.77,0.59,0.58,0,3.56,-3.75,1.09017821,13.536,39.548,2.54,76.76246336,75.3824,5.5279065334973,13.4119605458008,39.5475132533116,1.09017821014647,0.210927866277592,7.53473448566599,-6.29473448566599,19.15,0.870454545454545,9.1,259.2144,0.706840731070496,0.302051672
62,"TXH2.2021",-96.4284433,30.5378851,130,"2021-05-10",62,25.45,30.27,21.63,22.27,36.12,16.43,7.27,7.88,1.07,0.03,0.77,2.93,16.88,83.72,0.59,0.58,0,1.04,-2.16,0.759273385,13.559,39.633,2.487,76.0362126,74.6672,5.56980442118505,13.4356588298711,39.6329669557436,0.759273385370815,0.198338335772661,7.54653598877829,-6.77653598877829,17.95,0.815909090909091,8.64,243.38405,0.755376044568245,0.309626719
63,"TXH2.2021",-96.4284433,30.5378851,131,"2021-05-11",63,23.79,29.97,17.62,20.67,35.65,12.09,3.26,6.05,0.83,0.02,9,2.22,15.31,84.19,0.59,0.59,0,2.06,6.78,0.68841763,13.583,39.716,1.115,73.35924299,72.4312,4.09706655863217,13.4589815023762,39.7159977840469,0.688417629681502,0.177315377540962,5.48384704645365,3.51615295354635,15.795,0.717954545454546,12.35,214.543485,0.859955682177904,0.254308533
64,"TXH2.2021",-96.4284433,30.5378851,132,"2021-05-12",64,18.3,23.32,15.19,15.22,34.15,9.75,2.42,5,0.73,0.02,4.19,2.91,10.73,83.11,0.6,0.63,0,3.48,1.28,0.565627865,13.606,39.797,0.827,64.2953087,64.9792,3.30301181243733,13.4819184072119,39.7966195504818,0.565627864999035,0.139110393954458,4.28400610942451,-0.0940061094245124,11.255,0.511590909090909,8.13,153.13553,1.20888494002665,0.273224044
65,"TXH2.2021",-96.4284433,30.5378851,133,"2021-05-13",65,19.63,25.52,14.88,14.8,34.28,18.3,7.84,8.8,1.24,0.03,0.01,4.82,10.4,75.73,0.6,0.59,0,2.32,-4.81,0.796186057,13.629,39.875,2.68,66.08805101,66.158,6.19768167141393,13.5044593554638,39.8748466454565,0.796186057080399,0.146428042066236,8.09956223733282,-8.08956223733282,12.2,0.554545454545455,10.64,166.2738,1.11713114754098,0.448293428
66,"TXH2.2021",-96.4284433,30.5378851,134,"2021-05-14",66,21.35,27.73,15.6,15.75,33.49,22.96,16.66,10.75,1.46,0.04,0,4.79,11.09,72.91,0.59,0.58,0,1.58,-4.79,0.957144,13.651,39.951,5.693,68.57799215,68.22,7.77384747135473,13.5265941363325,39.9506939793445,0.957143999568154,0.158414961363751,10.2701292516456,-10.2701292516456,13.665,0.621136363636364,12.13,186.540915,0.998975484815221,0.503512881
67,"TXH2.2021",-96.4284433,30.5378851,135,"2021-05-15",67,22.89,29.57,16.33,18.28,32.99,17.54,6.77,8.46,1.15,0.03,0.79,3.76,13.09,77.23,0.58,0.57,0,2.24,-2.97,0.897612281,13.673,40.024,2.313,71.29817753,70.6708,5.9373463743634,13.5483125286075,40.0241769248732,0.897612281382014,0.169601636354429,7.91353355108066,-7.12353355108066,14.95,0.679545454545455,13.24,204.41135,0.914581939799331,0.369593709
68,"TXH2.2021",-96.4284433,30.5378851,136,"2021-05-16",68,22.51,25.64,19.94,20.58,34.47,10.92,2.09,5.6,0.8,0.02,4.7,1.05,15.16,89.12,0.58,0.58,0,2.97,3.65,0.38651153,13.695,40.095,0.714,71.64924288,71.1188,3.69569594142421,13.5696043126746,40.095311260185,0.386511529738991,0.168173413061301,4.92166883519581,-0.221668835195806,14.79,0.672272727272727,5.7,202.54905,0.925963488843813,0.248778321
69,"TXH2.2021",-96.4284433,30.5378851,137,"2021-05-17",69,24.45,29.71,20.32,22.36,35.58,10.84,3.77,5.35,0.73,0.02,14.59,2.62,17,89.1,0.6,0.63,0,2.04,11.97,0.57647558,13.716,40.164,1.287,74.9303005,73.6996,3.66796543508574,13.5904592830374,40.1641131126639,0.576475579632015,0.188972931876834,4.95281928206064,9.63718071793936,17.015,0.773409090909091,9.39,233.37774,0.806112253893623,0.218813906
70,"TXH2.2021",-96.4284433,30.5378851,138,"2021-05-18",70,22.92,27.18,19.2,21.33,35.07,16.58,6.38,8.07,1.1,0.03,8.33,1.8,15.97,91.1,0.61,0.64,0,3.18,6.53,0.376184393,13.737,40.231,2.178,72.5092188,71.7988,5.60936663492177,13.6108672613319,40.2305989036195,0.376184392914195,0.171763156865792,7.49194711995566,0.83805288004434,15.19,0.690454545454545,7.98,208.66503,0.904344963791969,0.352094241
71,"TXH2.2021",-96.4284433,30.5378851,139,"2021-05-19",71,22.52,25.48,19.73,21.16,34.98,8.45,0.36,4.46,0.63,0.02,37.04,2.68,15.78,92.28,0.67,0.77,0,1.62,34.36,0.267923512,13.757,40.295,0.123,71.91880144,71.3376,2.85844463961668,13.6308181098094,40.2947852939125,0.267923512469821,0.166534697308418,3.80381971650106,33.2361802834989,14.605,0.663863636363637,5.75,200.920985,0.941937692571037,0.198046181
72,"TXH2.2021",-96.4284433,30.5378851,140,"2021-05-20",72,22.66,25.98,19.12,20.77,34.04,21.4,7.18,10.09,1.34,0.04,0.29,3.9,15.37,89.38,0.67,0.69,0,1.23,-3.61,0.333585821,13.777,40.357,2.451,71.92423292,71.3372,7.23836527826145,13.6503017452594,40.3566891306033,0.333585821118338,0.166050118973214,9.62984781144074,-9.33984781144074,14.55,0.661363636363636,6.86,200.45535,0.946872852233677,0.445278023
73,"TXH2.2021",-96.4284433,30.5378851,141,"2021-05-21",73,23.31,26.58,20.36,21.51,34.88,15.23,2.09,7.43,1.01,0.03,3.13,3.36,16,89.85,0.66,0.69,0,2.21,-0.23,0.368662098,13.796,40.416,0.713,73.06714465,72.2536,5.15097676100925,13.6693081533443,40.4163273946985,0.368662098209092,0.174314263454829,6.89413768430163,-3.76413768430163,15.47,0.703181818181818,6.22,213.42412,0.891790562378798,0.318747319
74,"TXH2.2021",-96.4284433,30.5378851,142,"2021-05-22",74,23.4,25.98,21.44,21.77,35.3,12.61,0.53,6.43,0.9,0.02,9.33,2.87,16.21,90.69,0.66,0.71,0,3.51,6.46,0.349140113,13.815,40.474,0.181,73.2945754,72.4372,4.2645824428671,13.6878274033099,40.4737171500655,0.349140113192381,0.176526294490803,5.71670435400743,3.61329564599257,15.71,0.714090909090909,4.54,217.03365,0.87937619350732,0.274786325
75,"TXH2.2021",-96.4284433,30.5378851,143,"2021-05-23",75,22.32,24.34,20.8,21.21,35.25,7.05,0.3,3.87,0.57,0.01,13.98,1.35,15.67,93.43,0.68,0.74,0,2.07,12.63,0.231711896,13.834,40.529,0.102,71.66375024,71.1556,2.38413326172145,13.7058496630374,40.5288754935808,0.231711895668826,0.16622619136474,3.17286883407103,10.807131165929,14.57,0.662272727272727,3.54,201.56138,0.949485243651338,0.173387097
76,"TXH2.2021",-96.4284433,30.5378851,144,"2021-05-24",76,23.42,27.47,19.69,21.85,35.43,12.39,2.7,6.31,0.9,0.03,18.76,3.67,16.37,91.26,0.7,0.77,0,2.52,15.09,0.359444826,13.852,40.582,0.922,73.37938108,72.486,4.18986869178781,13.7233652143962,40.5818195065719,0.359444826496439,0.175325190896638,5.61242567727477,13.1475743227252,15.58,0.708181818181818,7.78,215.81416,0.889088575096277,0.269427839
77,"TXH2.2021",-96.4284433,30.5378851,145,"2021-05-25",77,24.14,28.26,21.24,22.49,35.2,15.4,7.96,7.58,1.02,0.02,11.2,3.52,17.03,90.85,0.72,0.77,0,2.57,7.68,0.456770716,13.869,40.633,2.717,74.5737281,73.4364,5.20768517890952,13.7403644688578,40.6325662076061,0.456770716041717,0.18638735939268,7.02545351344195,4.17454648655805,16.75,0.761363636363636,7.02,232.30575,0.828,0.314001657
78,"TXH2.2021",-96.4284433,30.5378851,146,"2021-05-26",78,25.52,29.85,21.62,22.81,35.06,22.23,16.79,10.6,1.39,0.03,1.17,7.83,17.33,85.8,0.71,0.74,0,2.29,-6.66,0.617669122,13.886,40.681,5.731,76.3789984,74.9316,7.51735484057817,13.7568379833235,40.6811325066785,0.617669121975589,0.19615092399583,10.1984438780626,-9.02844387806262,17.735,0.806136363636364,8.23,246.26821,0.782971525232591,0.415360502
79,"TXH2.2021",-96.4284433,30.5378851,147,"2021-05-27",79,25.75,30.82,21.05,22.52,35.23,23.45,17.2,11.01,1.42,0.04,0.03,10.72,17.07,83.48,0.7,0.72,0,2.59,-10.69,0.741782726,13.903,40.728,5.871,76.500999,75.0572,7.9300553566419,13.7727764761212,40.7275351608401,0.741782725978571,0.198185062302173,10.7700359060723,-10.7400359060723,17.935,0.815227272727273,9.77,249.350305,0.775188179537218,0.427572816
80,"TXH2.2021",-96.4284433,30.5378851,148,"2021-05-28",80,24.69,27.3,21.65,23.04,35.58,18.71,8.49,9.12,1.24,0.04,23.38,2.83,17.63,90.9,0.71,0.78,0,1.67,20.55,0.292060896,13.919,40.772,2.898,75.5189779,74.1844,6.32733249748293,13.7881708431203,40.7717907313083,0.292060896417736,0.183735799220131,8.52162329678425,14.8583767032157,16.475,0.748863636363636,5.65,229.315525,0.844855842185129,0.369380316
81,"TXH2.2021",-96.4284433,30.5378851,149,"2021-05-29",81,24.95,29.98,20.18,21.78,34.05,25.27,20.34,11.86,1.56,0.04,2.25,8.27,16.36,83.93,0.72,0.75,0,1.63,-6.02,0.692624037,13.934,40.814,6.944,75.23863965,73.9908,8.54615669685201,13.803012173914,40.8139155420926,0.692624036829883,0.189611722681222,11.5502452204202,-9.30024522042021,17.08,0.776363636363636,9.8,237.99272,0.815807962529274,0.475350701
82,"TXH2.2021",-96.4284433,30.5378851,150,"2021-05-30",82,24.02,28.48,20.79,20.87,34.4,20,9.17,9.59,1.3,0.03,0.88,8.33,15.41,83.59,0.71,0.74,0,2.04,-7.45,0.70374793,13.949,40.854,3.131,73.68036482,72.7332,6.76424189426245,13.8172917680147,40.853925640166,0.703747930077576,0.185274629293012,9.11780001154943,-8.23780001154943,16.635,0.756136363636364,7.69,232.041615,0.838533213104899,0.399250624
83,"TXH2.2021",-96.4284433,30.5378851,151,"2021-05-31",83,24.28,29.15,20.18,21.82,35.22,19.36,7.09,9.29,1.24,0.03,18.02,6.11,16.33,87,0.71,0.77,0,2.01,11.91,0.587415538,13.964,40.892,2.421,74.438164,73.3352,6.54820628071454,13.8310011510071,40.8918367572072,0.587415537616741,0.185564365605413,8.82759056771204,9.19240943228796,16.665,0.7575,8.97,232.71006,0.837923792379238,0.38261944
84,"TXH2.2021",-96.4284433,30.5378851,152,"2021-06-01",84,23.73,27.83,20.17,21.44,35.09,15.58,0.76,7.71,1.06,0.03,13.91,4.86,15.97,87.75,0.74,0.8,0,1.55,9.05,0.497802292,13.977,40.928,0.26,73.58789425,72.6484,5.27006810193732,13.8441320906026,40.927664272934,0.49780229242838,0.179230706631199,7.07575791874859,6.83424208125141,16,0.727272727272727,7.66,223.632,0.8735625,0.324905183
85,"TXH2.2021",-96.4284433,30.5378851,153,"2021-06-02",85,23.73,28.61,18.3,20.29,34.75,23.94,18.79,11.32,1.51,0.04,10.12,5.88,14.93,82.24,0.74,0.78,0,0.73,4.24,0.629152617,13.99,40.961,6.418,73.08137648,72.2344,8.0985671968966,13.8566766125361,40.9614231800452,0.629152616753904,0.174176791449783,10.8358566137101,-0.715856613710129,15.455,0.7025,10.31,216.21545,0.905208670333226,0.477033291
86,"TXH2.2021",-96.4284433,30.5378851,154,"2021-06-03",86,22.83,25.71,20.39,21.5,34.84,11.2,7.04,5.66,0.79,0.02,19.53,1.31,16.06,92.52,0.76,0.81,0,1.11,18.22,0.285358491,14.003,40.993,2.405,72.47303284,71.77,3.78913808162017,13.8686270162462,40.9931280507839,0.28535849066247,0.170499463404466,5.05636981691814,14.4736301830819,15.05,0.684090909090909,5.32,210.74515,0.930431893687708,0.247919404
87,"TXH2.2021",-96.4284433,30.5378851,155,"2021-06-04",87,22.94,26.07,20.99,21.51,34.93,14.3,1.61,7.14,0.98,0.03,11.14,2.27,16.06,91.89,0.78,0.82,0,2.06,8.87,0.364425136,14.015,41.023,0.55,72.60990034,71.8836,4.83837497866549,13.8799758902797,41.0227930051311,0.364425136453733,0.174865067105457,6.47559285177162,4.66440714822838,15.53,0.705909090909091,5.08,217.65295,0.902446877012234,0.311246731
88,"TXH2.2021",-96.4284433,30.5378851,156,"2021-06-05",88,24.63,28.72,20.93,22.03,34.66,19.6,12.23,9.45,1.28,0.03,6.3,6.15,16.63,86.28,0.78,0.81,0,1.5,0.15,0.560036143,14.027,41.05,4.179,74.95051636,73.7608,6.6322819261526,13.8907161273593,41.0504316806356,0.560036142998847,0.187116082376411,8.94540878359936,-2.64540878359936,16.825,0.764772727272727,7.79,236.004275,0.83369985141159,0.383678441
89,"TXH2.2021",-96.4284433,30.5378851,157,"2021-06-06",89,25.54,29.99,21.13,22.92,34.32,24.88,22.03,11.69,1.54,0.04,1.01,6.4,17.62,86.35,0.78,0.8,0,1.9,-5.39,0.577891872,14.037,41.076,7.528,76.4726021,74.9912,8.41981792086372,13.9008409390549,41.0760572038839,0.577891872298452,0.194385498961761,11.4030402748846,-10.3930402748846,17.56,0.798181818181818,8.86,246.48972,0.799373576309795,0.457713391
90,"TXH2.2021",-96.4284433,30.5378851,158,"2021-06-07",90,26.12,29.59,23.11,24.35,36.14,12.1,1.82,6.02,0.81,0.02,4.85,4.01,19.19,90.24,0.77,0.8,0,2.66,0.84,0.439045635,14.048,41.1,0.622,77.88786112,76.086,4.09529105740921,13.910343869999,41.0996821636089,0.439045634602651,0.202462592869932,5.56979148492946,-0.719791484929456,18.35,0.834090909090909,6.48,257.7808,0.765558583106267,0.230474732
91,"TXH2.2021",-96.4284433,30.5378851,159,"2021-06-08",91,26.22,29.15,23.87,24.09,35.99,17.61,8.66,8.52,1.16,0.03,1.8,3.41,18.82,88.63,0.77,0.79,0,2.17,-1.61,0.500531545,14.057,41.121,2.96,77.87050814,76.0924,5.96083617218594,13.9192188115875,41.1213185854373,0.500531545496829,0.204132379155638,8.11305892284217,-6.31305892284217,18.51,0.841363636363636,5.28,260.19507,0.759427336574825,0.324942792
92,"TXH2.2021",-96.4284433,30.5378851,160,"2021-06-09",92,26.56,30.53,23.61,24.41,35.45,24.03,19.79,11.23,1.43,0.04,0.06,4.7,19.16,88.52,0.77,0.79,0,2.3,-4.64,0.586112495,14.066,41.141,6.766,78.43104288,76.5476,8.13487868249612,13.9274600151071,41.1409779082693,0.58611249519035,0.210068166997816,11.1033741860212,-11.0433741860212,19.07,0.866818181818182,6.92,268.23862,0.737598321971683,0.422816265
93,"TXH2.2021",-96.4284433,30.5378851,161,"2021-06-10",93,26.74,31.27,22.09,23.85,34.41,25.85,22.7,11.97,1.52,0.04,0,8.24,18.56,84.99,0.76,0.78,0,2.34,-8.24,0.653112091,14.074,41.159,7.762,78.30489274,76.526,8.75201620879652,13.9350621042344,41.158670962287,0.653112090635009,0.205919206639115,11.920027307529,-11.920027307529,18.68,0.849090909090909,9.18,262.90232,0.753426124197002,0.447643979
94,"TXH2.2021",-96.4284433,30.5378851,162,"2021-06-11",94,26.83,31.77,21.97,23.61,34.8,25.22,22.91,11.81,1.53,0.04,0,10.21,18.31,83.54,0.74,0.76,0,2.43,-10.21,0.751410861,14.082,41.174,7.835,78.27572418,76.5296,8.53971590871437,13.9420200868517,41.1744079485819,0.751410861055128,0.207931800360598,11.641126968902,-11.641126968902,18.87,0.857727272727273,9.8,265.72734,0.746263910969794,0.440178904
95,"TXH2.2021",-96.4284433,30.5378851,163,"2021-06-12",95,27.46,32.34,21.9,23.72,35.3,22.34,13.94,10.54,1.38,0.04,0,9.42,18.43,81.03,0.73,0.75,0,1.05,-9.42,0.803215249,14.089,41.188,4.768,78.98363962,77.1992,7.56541169533154,13.9483293661279,41.1881984203955,0.803215248981576,0.210605133029047,10.3251514164835,-10.3251514164835,19.12,0.869090909090909,10.44,269.38168,0.736872384937239,0.383831027
96,"TXH2.2021",-96.4284433,30.5378851,164,"2021-06-13",96,28.3,32.78,23.57,23.62,35.37,26.34,24.4,12.23,1.57,0.04,0,8.08,18.3,77.32,0.72,0.75,0,0.99,-8.08,1.021520131,14.095,41.2,8.348,79.8289844,78.0032,8.92105648858961,13.9539857508137,41.2000512659619,1.02152013053782,0.222207172397735,12.2383891180333,-12.2383891180333,20.175,0.917045454545455,9.21,284.366625,0.698636926889715,0.432155477
97,"TXH2.2021",-96.4284433,30.5378851,165,"2021-06-14",97,27.72,32.7,22.36,23.72,36.14,22.85,17.52,10.85,1.43,0.04,2.1,6.48,18.5,79.64,0.71,0.74,0,1.29,-4.38,0.890147299,14.101,41.21,5.995,79.22012592,77.4592,7.73994209521262,13.9589854647074,41.209974692944,0.890147298839235,0.21505194795726,10.5829561327045,-8.48295613270449,19.53,0.887727272727273,10.34,275.39253,0.722017409114183,0.391414141
98,"TXH2.2021",-96.4284433,30.5378851,166,"2021-06-15",98,28.67,33.36,24.65,23.89,35.46,28.04,29.74,13.15,1.72,0.04,5.4,8.89,18.59,76.84,0.71,0.75,0,0.96,-3.49,1.153164054,14.106,41.218,10.178,80.34430772,78.4704,9.49905049476351,13.9633251552443,41.2179762144531,1.15316405381987,0.231707992643074,13.0798501470063,-7.67985014700628,21.005,0.954772727272727,8.71,296.29653,0.671554391811474,0.458667597
99,"TXH2.2021",-96.4284433,30.5378851,167,"2021-06-16",99,28.47,33.56,22.18,22.65,34.36,28.99,31.96,13.47,1.75,0.04,0.42,10.82,17.25,72.85,0.71,0.73,0,1.02,-10.4,1.181151201,14.111,41.224,10.94,79.47614105,77.824,9.8220155709531,13.9670019011746,41.2240626366429,1.18115120091864,0.21879916277289,13.449511640793,-13.029511640793,19.87,0.903181818181818,11.38,280.38557,0.71016607951686,0.47312961
100,"TXH2.2021",-96.4284433,30.5378851,168,"2021-06-17",100,28.39,33.18,23.62,22.84,35.43,25.94,23.58,12.16,1.59,0.04,0.1,10.93,17.47,72.98,0.69,0.72,0,0.92,-10.83,1.216441334,14.114,41.228,8.072,79.37159178,77.8124,8.78965831400137,13.9700132192901,41.2282400478677,1.21644133433727,0.224749763979698,12.0656662215403,-11.9656662215403,20.4,0.927272727272727,9.56,287.9256,0.691862745098039,0.428319831
101,"TXH2.2021",-96.4284433,30.5378851,169,"2021-06-18",101,27.13,31.52,21.21,19.95,33.98,28.98,32.45,13.53,1.76,0.05,0.01,12.13,14.64,66.99,0.68,0.7,0,1,-12.12,1.242196437,14.117,41.231,11.11,76.68837313,75.512,9.82085524729183,13.9723570701709,41.2305138093967,1.24219643684447,0.202618645507857,13.3409553979825,-13.3309553979825,18.365,0.834772727272727,10.31,259.258705,0.768690443778927,0.498709915
102,"TXH2.2021",-96.4284433,30.5378851,170,"2021-06-19",102,27.03,32.45,20.69,20.81,33.19,28.69,29.24,13.13,1.7,0.04,0,12.44,15.53,70.28,0.67,0.69,0,1.28,-12.44,1.200367336,14.12,41.231,10.014,76.95097716,75.7216,9.72365593537254,13.9740318629245,41.230888547677,1.20036733584662,0.204761528701557,13.2219157352138,-13.2219157352138,18.57,0.844090909090909,11.76,262.2084,0.760366182014001,0.485756567
103,"TXH2.2021",-96.4284433,30.5378851,171,"2021-06-20",103,27.24,31.69,22.89,24.28,35.73,21.58,8.27,10.28,1.39,0.04,0.75,8.12,19.11,84.71,0.66,0.68,0,2.48,-7.37,0.69699882,14.121,41.229,2.832,79.09512396,77.1808,7.31472007282169,13.9750364588942,41.2293681481375,0.696998819568035,0.212439458604954,9.98259457611722,-9.23259457611722,19.29,0.876818181818182,8.8,272.39409,0.73203732503888,0.377386197
104,"TXH2.2021",-96.4284433,30.5378851,172,"2021-06-21",104,28.21,32,25.08,25.18,37.5,20.46,13.63,9.86,1.31,0.03,6.48,7.74,20.16,84.61,0.65,0.69,0,2.2,-1.26,0.76691368,14.122,41.226,4.669,80.68066619,78.4748,6.93582643655074,13.97537017432,41.2259557505287,0.766913680384887,0.22634411926949,9.52309914058287,-3.04309914058287,20.54,0.933636363636364,6.92,290.06588,0.687536514118793,0.349521446
105,"TXH2.2021",-96.4284433,30.5378851,173,"2021-06-22",105,26.03,29.58,22.13,23.16,36.99,18.21,13.93,8.89,1.21,0.03,9.28,7.51,17.86,85.1,0.66,0.71,0,1.99,1.77,0.566673686,14.123,41.221,4.773,77.1450147,75.5676,6.17373388904781,13.9750327819391,41.2206537457934,0.566673685739515,0.197369286581059,8.35974310017422,0.920256899825784,17.855,0.811590909090909,7.45,252.166165,0.790982917950154,0.341529005
106,"TXH2.2021",-96.4284433,30.5378851,174,"2021-06-23",106,28.36,33.23,23.1,24.79,36.03,27.24,25.72,12.85,1.67,0.04,0.17,10.63,19.62,82.08,0.65,0.68,0,1.86,-10.46,0.832545324,14.122,41.213,8.813,80.57926912,78.4844,9.23611831747044,13.9740245115179,41.2134637744657,0.832545324461954,0.222094731541422,12.6559409939522,-12.4859409939522,20.165,0.916590909090909,10.13,284.77013,0.700322340689313,0.453102962
107,"TXH2.2021",-96.4284433,30.5378851,175,"2021-06-24",107,28.34,32.99,23.99,24.95,36.1,26.24,24.23,12.49,1.64,0.04,0.26,9.01,19.8,83.04,0.64,0.66,0,2.35,-8.75,0.846343776,14.121,41.204,8.304,80.67888064,78.522,8.89794484181357,13.9723460493143,41.2043867265962,0.846343775539809,0.225773619835935,12.2104792050658,-11.9504792050658,20.49,0.931363636363636,9,289.33929,0.689165446559297,0.440719831
108,"TXH2.2021",-96.4284433,30.5378851,176,"2021-06-25",108,27.89,32.15,23.87,24.81,35.62,26.5,22.09,12.46,1.6,0.04,0.41,6.99,19.65,84.32,0.63,0.65,0,2.55,-6.58,0.745842805,14.12,41.193,7.572,80.11481952,78.0216,8.98699201385426,13.9699985364712,41.193422743203,0.745842804919064,0.220358001043097,12.3027995133153,-11.8927995133153,20.01,0.909545454545454,8.28,282.5412,0.705647176411794,0.446755109
109,"TXH2.2021",-96.4284433,30.5378851,177,"2021-06-26",109,27.84,32.59,24.1,23.84,35.3,26.71,25.15,12.57,1.64,0.04,0.37,8.19,18.55,80.25,0.62,0.63,0,2.76,-7.82,1.003330816,14.117,41.181,8.622,79.492834,77.6224,9.05908101835217,13.9669835663498,41.1805712192495,1.00333081576914,0.22412599621125,12.420531091439,-12.050531091439,20.345,0.924772727272727,8.49,287.210365,0.693880560334234,0.451508621
110,"TXH2.2021",-96.4284433,30.5378851,178,"2021-06-27",110,27.01,31.61,23.18,23.68,35.82,16.41,8.22,8.07,1.1,0.03,6.54,5.42,18.37,83.27,0.62,0.65,0,1.75,1.12,0.818467599,14.114,41.166,2.818,78.53680473,76.7348,5.56621354892712,13.9633031808152,41.1658308081521,0.818467599179105,0.213579120354805,7.59508723655948,-1.05508723655948,19.395,0.881590909090909,8.43,273.74103,0.727713328177365,0.29877823
111,"TXH2.2021",-96.4284433,30.5378851,179,"2021-06-28",111,24.57,26.83,23.01,23.3,35.81,13.42,1.14,6.78,0.95,0.03,12.78,1.65,17.92,92.8,0.63,0.69,0,1.74,11.13,0.309705181,14.111,41.149,0.391,75.5042504,74.158,4.55243951279057,13.9589598654924,41.1491994278203,0.30970518138849,0.188042576215716,6.12825451922154,6.65174548077846,16.92,0.769090909090909,3.82,238.75812,0.833983451536643,0.275946276
112,"TXH2.2021",-96.4284433,30.5378851,180,"2021-06-29",112,25.68,28.93,23.23,23.81,35.66,17.88,10.02,8.79,1.2,0.03,6.63,3.31,18.43,89.88,0.64,0.69,0,1.62,3.32,0.469058012,14.106,41.131,3.436,77.09833216,75.4516,6.06595314678935,13.9539565440139,41.1306742682351,0.469058012207156,0.199670890373713,8.21838487417561,-1.58838487417561,18.08,0.821818181818182,5.7,255.03648,0.780199115044248,0.34228972
113,"TXH2.2021",-96.4284433,30.5378851,181,"2021-06-30",113,27.36,32.25,22.36,23.27,36.06,25.37,22.43,12.11,1.59,0.04,0.73,9.45,17.84,80.14,0.64,0.66,0,1,-8.72,0.906756973,14.101,41.11,7.694,78.70862096,76.9372,8.60778682967443,13.948296571287,41.1102518005707,0.906756973192836,0.212601953714866,11.7366920950302,-11.0066920950302,19.305,0.8775,9.89,272.219805,0.730432530432531,0.442616959
114,"TXH2.2021",-96.4284433,30.5378851,182,"2021-07-01",114,28.32,33.23,23.09,23.04,36.01,27.05,26,12.86,1.67,0.04,0.42,10.69,17.65,75.21,0.63,0.64,0,0.65,-10.27,1.143807688,14.096,41.088,8.92,79.57064728,77.8144,9.17862447895432,13.9419837258122,41.0879277878667,1.14380768767674,0.222038529040007,12.5673592193313,-12.1473592193313,20.16,0.916363636363636,10.14,284.17536,0.699206349206349,0.454096045
115,"TXH2.2021",-96.4284433,30.5378851,183,"2021-07-02",115,27.58,31.78,23.72,23.7,36.48,20.07,12.7,9.65,1.27,0.03,2.45,5.32,18.37,80.64,0.62,0.64,0,1.22,-2.87,0.884422508,14.089,41.064,4.357,79.12638688,77.312,6.81078212590708,13.9350222010873,41.0636972972579,0.884422507842528,0.217470400908393,9.30565436379464,-6.85565436379464,19.75,0.897727272727273,8.06,278.25775,0.713367088607595,0.349891226
116,"TXH2.2021",-96.4284433,30.5378851,184,"2021-07-03",116,26.59,30.35,24.07,23.94,37.05,8.25,1.79,4.24,0.6,0.01,16.85,3.25,18.65,86.11,0.63,0.69,0,0.66,13.6,0.689524221,14.082,41.038,0.614,78.19185251,76.4084,2.7999033499817,13.9274165961384,41.0375547137699,0.689524220715126,0.211574580414845,3.81476814648439,13.0352318535156,19.21,0.873181818181818,6.28,270.51522,0.733055700156169,0.159458443
117,"TXH2.2021",-96.4284433,30.5378851,185,"2021-07-04",117,26.68,30.56,23.45,24.31,37.73,16.16,6.7,8.07,1.14,0.03,11.82,5.43,19.11,87.65,0.65,0.71,0,1.28,6.39,0.594134558,14.075,41.009,2.3,78.5280198,76.6316,5.48492062175589,13.9191719052189,41.0094937556871,0.594134558206988,0.20937183265793,7.46442633199608,4.35557366800392,19.005,0.863863636363636,7.11,267.495375,0.740594580373586,0.302473763
